book,chunk,text
Ro,54,ἔχω ὁ καρπός ὑμεῖς εἰς ἁγιασμός ὁ δέ τέλος ζωή αἰώνιος ὁ γάρ ὀψώνιον ὁ ἁμαρτία θάνατος ὁ δέ χάρισμα ὁ θεός ζωή αἰώνιος ἐν χριστός ἰησοῦς ὁ κύριος ἡμεῖς ἤ ἀγνοέω ἀδελφός γιγνώσκω γάρ νόμος λαλέω ὅτι ὁ νόμος κυριεύω ὁ ἄνθρωπος ἐφ ’ ὅσος χρόνος ζῶ ὁ γάρ
Ro,55,ὕπανδρος γυνή ὁ ζῶ ἀνήρ δέω νόμος · ἐάν δέ ἀποθνήσκω ὁ ἀνήρ καταργέω ἀπό ὁ νόμος ὁ ἀνήρ ἆρα οὖν ζῶ ὁ ἀνήρ μοιχαλίς χρηματίζω ἐάν γίγνομαι ἀνήρ ἕτερος · ἐάν δέ ἀποθνήσκω ὁ ἀνήρ ἐλεύθερος εἰμί ἀπό ὁ νόμος ὁ μή εἰμί αὐτός μοιχαλίς γίγνομαι ἀνήρ ἕτερος ὥστε
Ro,56,ἀδελφός ἐγώ καί ὑμεῖς θανατόω ὁ νόμος διά ὁ σῶμα ὁ χριστός εἰς ὁ γίγνομαι σύ ἕτερος ὁ ἐκ νεκρός ἐγείρω ἵνα καρποφορέω ὁ θεός ὅτε γάρ εἰμί ἐν ὁ σάρξ ὁ πάθημα ὁ ἁμαρτία ὁ διά ὁ νόμος ἐνεργέω ἐν ὁ μέλος ἡμεῖς εἰς ὁ καρποφορέω ὁ θάνατος ·
Ro,57,νυνί δέ καταργέω ἀπό ὁ νόμος ἀποθνῄσκω ἐν ὅς κατέχω ὥστε δουλεύω ἐγώ ἐν καινότης πνεῦμα καί οὐ παλαιότης γράμμα τίς οὖν λέγω ὁ νόμος ἁμαρτία μή γίγνομαι · ἀλλά ὁ ἁμαρτία οὐ γιγνώσκω εἰ μή διά νόμος ὁ τε γάρ ἐπιθυμία οὐ οἶδα εἰ μή ὁ νόμος λέγω ·
Ro,58,οὐ ἐπιθυμέω · ἀφορμή δέ λαμβάνω ὁ ἁμαρτία διά ὁ ἐντολή κατεργάζομαι ἐν ἐγώ πᾶς ἐπιθυμία χωρίς γάρ νόμος ἁμαρτία νεκρός ἐγώ δέ ζάω χωρίς νόμος ποτε · ἔρχομαι δέ ὁ ἐντολή ὁ ἁμαρτία ἀναζάω ἐγώ δέ ἀποθνῄσκω καί εὑρίσκω ἐγώ ὁ ἐντολή ὁ εἰς ζωή οὗτος εἰς θάνατος ·
Ro,59,ὁ γάρ ἁμαρτία ἀφορμή λαμβάνω διά ὁ ἐντολή ἐξαπατάω ἐγώ καί διὰ αὐτός ἀποκτείνω ὥστε ὁ μέν νόμος ἅγιος καί ὁ ἐντολή ἅγιος καί δίκαιος καί ἀγαθός ὁ οὖν ἀγαθός ἐγώ ⸀ἐγένετο θάνατος μή γίγνομαι · ἀλλά ὁ ἁμαρτία ἵνα φαίνω ἁμαρτία διά ὁ ἀγαθός ἐγώ κατεργάζομαι θάνατος · ἵνα
Ro,60,γίγνομαι κατά ὑπερβολή ἁμαρτωλός ὁ ἁμαρτία διά ὁ ἐντολή οἶδα γάρ ὅτι ὁ νόμος πνευματικός εἰμί · ἐγώ δέ ⸀σάρκινος εἰμί πέρνημι ὑπό ὁ ἁμαρτία ὅς γάρ κατεργάζομαι οὐ γιγνώσκω · οὐ γάρ ὅς ἐθέλω οὗτος πράσσω άλλὰ ὅς μισέω οὗτος ποιέω εἰ δέ ὅς οὐ ἐθέλω οὗτος ποιέω σύμφημι
Ro,61,ὁ νόμος ὅτι καλός νυνί δέ οὐκέτι ἐγώ κατεργάζομαι αὐτός ἀλλά ὁ ⸀οἰκέω ἐν ἐγώ ἁμαρτία οἶδα γάρ ὅτι οὐ οἰκέω ἐν ἐγώ τοῦτ ’ εἰμί ἐν ὁ σάρξ ἐγώ ἀγαθός · ὁ γάρ ἐθέλω παράκειμαι ἐγώ ὁ δέ κατεργάζομαι ὁ καλός ⸀οὔ · οὐ γάρ ὅς ἐθέλω ποιέω ἀγαθός
Ro,62,ἀλλά ὅς οὐ ἐθέλω κακός οὗτος πράσσω εἰ δέ ὅς οὐ ἐ⸀θέλω οὗτος ποιέω οὐκέτι ἐγώ κατεργάζομαι αὐτός ἀλλά ὁ οἰκέω ἐν ἐγώ ἁμαρτία εὑρίσκω ἆρα ὁ νόμος ὁ ἐθέλω ἐγώ ποιέω ὁ καλός ὅτι ἐγώ ὁ κακός παράκειμαι · συνήδομαι γάρ ὁ νόμος ὁ θεός κατά ὁ ἔσω ἄνθρωπος
Ro,63,βλέπω δέ ἕτερος νόμος ἐν ὁ μέλος ἐγώ ἀντιστρατεύομαι ὁ νόμος ὁ νόος ἐγώ καί αἰχμαλωτίζω ἐγώ ⸀ἐν ὁ νόμος ὁ ἁμαρτία ὁ εἰμί ἐν ὁ μέλος ἐγώ ταλαίπωρος ἐγώ ἄνθρωπος · τις ἐγώ ἐρύω ἐκ ὁ σῶμα ὁ θάνατος οὗτος ⸀χάρις ὁ θεός διά ἰησοῦς χριστός ὁ κύριος ἡμεῖς
Ro,64,ἆρα οὖν αὐτός ἐγώ ὁ μέν νόος δουλεύω νόμος θεός ὁ δέ σάρξ νόμος ἁμαρτία οὐδείς ἆρα νῦν κατάκριμα ὁ ἐν χριστός ⸀Ἰησοῦς · ὁ γάρ νόμος ὁ πνεῦμα ὁ ζωή ἐν χριστός ἰησοῦς ἐλευθερόω ⸀σύ ἀπό ὁ νόμος ὁ ἁμαρτία καί ὁ θάνατος ὁ γάρ ἀδύνατος ὁ νόμος ἐν
Ro,65,ὅς ἀσθενέω διά ὁ σάρξ ὁ θεός ὁ ἑαυτοῦ υἱός πέμπω ἐν ὁμοίωμα σάρξ ἁμαρτία καί περί ἁμαρτία κατέκρινε ὁ ἁμαρτία ἐν ὁ σάρξ ἵνα ὁ δικαίωμα ὁ νόμος πληρόω ἐν ἐγώ ὁ μή κατά σάρξ περιπατέω ἀλλά κατά πνεῦμα · ὁ γάρ κατά σάρξ εἰμί ὁ ὁ σάρξ φρονέω
Ro,66,ὁ δέ κατά πνεῦμα ὁ ὁ πνεῦμα ὁ γάρ φρόνημα ὁ σάρξ θάνατος ὁ δέ φρόνημα ὁ πνεῦμα ζωή καί εἰρήνη · διότι ὁ φρόνημα ὁ σάρξ ἔχθρα εἰς θεός ὁ γάρ νόμος ὁ θεός οὐ ὑποτάσσω οὐδέ γάρ δύναμαι · ὁ δέ ἐν σάρξ εἰμί θεός ἀρέσκω οὐ δύναμαι
Ro,67,σύ δέ οὐ εἰμί ἐν σάρξ ἀλλά ἐν πνεῦμα εἴπερ πνεῦμα θεός οἰκέω ἐν σύ εἰ δέ τις πνεῦμα χριστός οὐ ἔχω οὗτος οὐ εἰμί αὐτός εἰ δέ χριστός ἐν σύ ὁ μέν σῶμα νεκρός διά ἁμαρτία ὁ δέ πνεῦμα ζωή διά δικαιοσύνη εἰ δέ ὁ πνεῦμα ὁ ἐγείρω ⸀τὸν
Ro,68,ἰησοῦς ἐκ νεκρός οἰκέω ἐν σύ ὁ ἐγείρω ⸂ἐκ νεκρός χριστός Ἰησοῦν⸃ ζῳοποιέω καί ὁ θνητός σῶμα ὑμεῖς διά ⸂τὸ ἐνοικέω αὐτός πνεῦμα⸃ ἐν σύ ἆρα οὖν ἀδελφός ὀφειλέτης εἰμί οὐ ὁ σάρξ ὁ κατά σάρξ ζῶ εἰ γάρ κατά σάρξ ζῶ μέλλω ἀποθνῄσκω εἰ δέ πνεῦμα ὁ πρᾶξις ὁ
Ro,69,σῶμα θανατόω ζῶ ὅσος γάρ πνεῦμα θεός ἄγω οὗτος ⸂υἱός εἰμί θεοῦ⸃. οὐ γάρ λαμβάνω πνεῦμα δουλεία πάλιν εἰς φόβος ἀλλά λαμβάνω πνεῦμα υἱοθεσία ἐν ὅς κράζω · Αββα ὁ πατήρ · αὐτός ὁ πνεῦμα συμμαρτυρέω ὁ πνεῦμα ἡμεῖς ὅτι εἰμί τέκνον θεός εἰ δέ τέκνον καί κληρονόμος · κληρονόμος
Ro,70,μέν θεός συγκληρονόμος δέ χριστός εἴπερ συμπάσχω ἵνα καί συνδοξάζω λογίζομαι γάρ ὅτι οὐ ἄξιος ὁ πάθημα ὁ νῦν καιρός πρός ὁ μέλλω δόξα ἀποκαλύπτω εἰς ἐγώ ὁ γάρ ἀποκαραδοκία ὁ κτίσις ὁ ἀποκάλυψις ὁ υἱός ὁ θεός ἀπεκδέχομαι · ὁ γάρ ματαιότης ὁ κτίσις ὑποτάσσω οὐ ἑκών ἀλλά διά
Ro,71,ὁ ὑποτάσσω ⸀ἐφ ά ἑλπίς ὅτι καί αὐτός ὁ κτίσις ἐλευθερόω ἀπό ὁ δουλεία ὁ φθορά εἰς ὁ ἐλευθερία ὁ δόξα ὁ τέκνον ὁ θεός οἶδα γάρ ὅτι πᾶς ὁ κτίσις συστενάζω καί συνωδίνω ἄχρι ὁ νῦν · οὐ μόνος δέ ἀλλά ⸂καί αὐτοὶ⸃ ὁ ἀπαρχή ὁ πνεῦμα ἔχω ⸂ἡμεῖς
Ro,72,καὶ⸃ αὐτός ἐν ἑαυτοῦ στενάζω υἱοθεσία ἀπεκδέχομαι ὁ ἀπολύτρωσις ὁ σῶμα ἐγώ ὁ γάρ ἐλπίς σῴζω · ἐλπίς δέ βλέπω οὐ εἰμί ἐλπίς ὅς γάρ βλέπω ⸀τίς ἐλπίζω εἰ δέ ὅς οὐ βλέπω ἐλπίζω διὰ ὑπομονή ἀπεκδέχομαι ὡσαύτως δέ καί ὁ πνεῦμα συναντιλαμβάνομαι ⸂τῇ ἀσθενείᾳ⸃ ἐγώ · ὁ γάρ τίς
Ro,73,⸀προσεύχομαι καθό δεῖ οὐ οἶδα ἀλλά αὐτός ὁ πνεῦμα ⸀ὑπερεντυγχάνω στεναγμός ἀλάλητος ὁ δέ ἐραυνάω ὁ καρδία οἶδα τίς ὁ φρόνημα ὁ πνεῦμα ὅτι κατά θεός ἐντυγχάνω ὑπέρ ἅγιος οἶδα δέ ὅτι ὁ ἀγαπάω ὁ θεός πᾶς ⸀συνεργέω εἰς ἀγαθός ὁ κατά πρόθεσις κλητός εἰμί ὅτι ὅς προγιγνώσκω καί προορίζω
Ro,74,σύμμορφος ὁ εἰκών ὁ υἱός αὐτός εἰς ὁ εἰμί αὐτός πρωτότοκος ἐν πολύς ἀδελφός · ὅς δέ προορίζω οὗτος καί καλέω · καί ὅς καλέω οὗτος καί δικαιόω · ὅς δέ δικαιόω οὗτος καί δοξάζω τίς οὖν λέγω πρός οὗτος εἰ ὁ θεός ὑπέρ ἐγώ τις κατά ἐγώ ὅς γε
Ro,75,ὁ ἴδιος υἱός οὐ φείδομαι ἀλλά ὑπέρ ἐγώ πᾶς παραδίδωμι αὐτός πῶς οὐ καί σύν αὐτός ὁ πᾶς ἐγώ χαρίζομαι τις ἐγκαλέω κατά ἐκλεκτός θεός θεός ὁ δικαιόω · τις ὁ ⸀κατακρινῶ ⸀Χριστός ὁ ἀποθνῄσκω μᾶλλον ⸀δέ ⸀ἐγείρω ὅς ⸀καί εἰμί ἐν δεξιός ὁ θεός ὅς καί ἐντυγχάνω ὑπέρ ἐγώ
Ro,76,· τις ἐγώ χωρίζω ἀπό ὁ ἀγάπη ὁ χριστός θλῖψις ἤ στενοχωρία ἤ διωγμός ἤ λιμός ἤ γυμνότης ἤ κίνδυνος ἤ μάχαιρα καθώς γράφω ὅτι ἕνεκα σύ θανατόω ὅλος ὁ ἡμέρα λογίζομαι ὡς πρόβατον σφαγή άλλὰ ἐν οὗτος πᾶς ὑπερνικάω διά ὁ ἀγαπάω ἐγώ πείθω γάρ ὅτι οὔτε θάνατος οὔτε
Ro,77,ζωή οὔτε ἄγγελος οὔτε ἀρχή οὔτε ⸂ἐνίστημι οὔτε μέλλω οὔτε δύναμις⸃ οὔτε ὕψωμα οὔτε βάθος οὔτε τις κτίσις ἕτερος δύναμαι ἡμεῖς χωρίζω ἀπό ὁ ἀγάπη ὁ θεός ὁ ἐν χριστός ἰησοῦς ὁ κύριος ἡμεῖς ἀλήθεια λέγω ἐν χριστός οὐ ψεύδομαι συμμαρτυρέω ἐγώ ὁ συνείδησις ἐγώ ἐν πνεῦμα ἅγιος ὅτι λύπη
Ro,78,ἐγώ εἰμί μέγας καί ἀδιάλειπτος ὀδύνη ὁ καρδία ἐγώ · εὔχομαι γάρ ⸂ἀνάθεμα εἰμί αὐτός ἐγὼ⸃ ἀπό ὁ χριστός ὑπέρ ὁ ἀδελφός ἐγώ ὁ συγγενής ἐγώ κατά σάρξ ὅστις εἰμί Ἰσραηλῖται ὅς ὁ υἱοθεσία καί ὁ δόξα καί ὁ διαθήκη καί ὁ νομοθεσία καί ὁ λατρεία καί ὁ ἐπαγγελία ὅς
Ro,79,ὁ πατήρ καί ἐκ ὅς ὁ χριστός ὁ κατά σάρξ ὁ εἰμί ἐπί πᾶς θεός εὐλογητός εἰς ὁ αἰών · ἀμήν οὐ οἷος δέ ὅτι ἐκπίπτω ὁ λόγος ὁ θεός οὐ γάρ πᾶς ὁ ἐκ ἰσραήλ οὗτος ἰσραήλ · οὐδ έ ὅτι εἰμί σπέρμα ἀβραάμ πᾶς τέκνον άλλὰ · ἐν
Ro,80,ἰσαάκ καλέω σύ σπέρμα τοῦτ ’ εἰμί οὐ ὁ τέκνον ὁ σάρξ οὗτος τέκνον ὁ θεός ἀλλά ὁ τέκνον ὁ ἐπαγγελία λογίζομαι εἰς σπέρμα · ἐπαγγελία γάρ ὁ λόγος οὗτος · κατά ὁ καιρός οὗτος ἔρχομαι καί εἰμί ὁ σάρρα υἱός οὐ μόνος δέ ἀλλά καί ῥεβέκκα ἐκ εἷς κοίτη
Ro,81,ἔχω ἰσαάκ ὁ πατήρ ἡμεῖς · μήπω γάρ γεννάω μηδέ πράσσω τις ἀγαθός ἤ ⸀φαῦλος ἵνα ὁ κατά ἐκλογή πρόθεσις ὁ θεός μένω οὐ ἐκ ἔργον άλλὰ ἐκ ὁ καλέω λέγω αὐτός ὅτι ὁ μέγας δουλεύω ὁ ἐλάσσων · ⸀καθὼς γράφω · ὁ ἰακώβ ἀγαπάω ὁ δέ ἠσαῦ μισέω τίς
Ro,82,οὖν λέγω μή ἀδικία παρά ὁ θεός μή γίγνομαι · ὁ ⸂Μωϋσῆς γὰρ⸃ λέγω · ἐλεέω ὅς ἄν ἐλεέω καί οἰκτιρέω ὅς ἄν οἰκτείρω ἆρα οὖν οὐ ὁ ἐθέλω οὐδέ ὁ τρέχω ἀλλά ὁ ἐλεέω θεός λέγω γάρ ὁ γραφή ὁ φαραώ ὅτι εἰς αὐτός οὗτος ἐξεγείρω σύ ὅπως ἐνδείκνυμι
Ro,83,ἐν σύ ὁ δύναμις ἐγώ καί ὅπως διαγγέλλω ὁ ὄνομα ἐγώ ἐν πᾶς ὁ γῆ ἆρα οὖν ὅς ἐθέλω ἐλεέω ὅς δέ ἐθέλω σκληρύνω ἐρῶ ⸂μοι οὖν⸃ · τίς ⸀οὖν ἔτι μέμφομαι ὁ γάρ βούλημα αὐτός τις ἀνθίστημι ⸂ὦ ἄνθρωπος μενοῦνγε⸃ σύ τις εἰμί ὁ ἀνταποκρίνομαι ὁ θεός μή λέγω
Ro,84,ὁ πλάσμα ὁ πλάσσω τίς ἐγώ ποιέω οὕτω(ς) ἤ οὐ ἔχω ἐξουσία ὁ κεραμεύς ὁ πηλός ἐκ ὁ αὐτός φύραμα ποιέω ὁ μέν εἰς τιμή σκεῦος ὁ δέ εἰς ἀτιμία εἰ δέ ἐθέλω ὁ θεός ἐνδείκνυμι ὁ ὀργή καί γνωρίζω ὁ δυνατός αὐτός φέρω ἐν πολύς μακροθυμία σκεῦος ὀργή καταρτίζω
Ro,85,εἰς ἀπώλεια ⸀καί ἵνα γνωρίζω ὁ πλοῦτος ὁ δόξα αὐτός ἐπί σκεῦος ἔλεος ὅς προετοιμάζω εἰς δόξα ὅς καί καλέω ἡμεῖς οὐ μόνος ἐκ ἰουδαῖος ἀλλά καί ἐκ ἐθνῶν;— ὡς καί ἐν ὁ ὡσηέ λέγω · καλέω ὁ οὐ λαός ἐγώ λαός ἐγώ καί ὁ οὐ ἀγαπάω ἀγαπάω · καί
Ro,86,εἰμί ἐν ὁ τόπος οὗ λέγω ⸀αὐτός · οὐ λαός ἐγώ σύ ἐκεῖ καλέω υἱός θεός ζῶ ἠσαΐας δέ κράζω ὑπέρ ὁ ἰσραήλ · ἐάν εἰμί ὁ ἀριθμός ὁ υἱός ἰσραήλ ὡς ὁ ἄμμος ὁ θάλασσα ὁ ⸀ὑπόλειμμα σῴζω · λόγος γάρ συντελέω καί ⸀συντέμνω ποιέω κύριος ἐπί ὁ γῆ
Ro,87,καί καθώς προλέγω ἠσαΐας · εἰ μή κύριος σαβαώθ ἐγκαταλείπω ἐγώ σπέρμα ὡς σόδομα ἄν γίγνομαι καί ὡς γόμορρα ἄν ὁμοιόω τίς οὖν λέγω ὅτι ἔθνος ὁ μή διώκω δικαιοσύνη καταλαμβάνω δικαιοσύνη δικαιοσύνη δέ ὁ ἐκ πίστις · ἰσραήλ δέ διώκω νόμος δικαιοσύνη εἰς ⸀νόμος οὐ φθάνω διά τίς ὅτι
Ro,88,οὐ ἐκ πίστις άλλὰ ὡς ἐκ ⸀ἔργον · ⸀προσκόπτω ὁ λίθος ὁ πρόσκομμα καθώς γράφω · ἰδοὺ τίθημι ἐν σιών λίθος πρόσκομμα καί πέτρα σκάνδαλον ⸀καί ὁ πιστεύω ἐπί αὐτός οὐ καταισχύνω ἀδελφός ὁ μέν εὐδοκία ὁ ἐμός καρδία καί ὁ ⸀δέησις πρός ὁ θεός ὑπέρ ⸀αὐτός εἰς σωτηρία μαρτυρέω
Ro,89,γάρ αὐτός ὅτι ζῆλος θεός ἔχω · άλλὰ οὐ κατά ἐπίγνωσις ἀγνοέω γάρ ὁ ὁ θεός δικαιοσύνη καί ὁ ⸀ἰδίαν ζητέω ἵστημι ὁ δικαιοσύνη ὁ θεός οὐ ὑποτάσσω · τέλος γάρ νόμος χριστός εἰς δικαιοσύνη πᾶς ὁ πιστεύω μωϋσῆς γάρ γράφω ⸂ὅτι ὁ δικαιοσύνη ὁ ἐκ ⸀τοῦ νόμου⸃ ὁ ⸀ποιέω
Ro,90,ἄνθρωπος ζῶ ἐν ⸀αὐτῇ ὁ δέ ἐκ πίστις δικαιοσύνη οὕτω(ς) λέγω · μή εἶπον ἐν ὁ καρδία σύ · τις ἀναβαίνω εἰς ὁ οὐρανός τοῦτ ’ εἰμί χριστός κατάγω · ἤ · τις καταβαίνω εἰς ὁ ἄβυσσος τοῦτ ’ εἰμί χριστός ἐκ νεκρός ἀνάγω ἀλλά τίς λέγω ἐγγύς σύ ὁ
Ro,91,ῥῆμα εἰμί ἐν ὁ στόμα σύ καί ἐν ὁ καρδία σύ τοῦτ έ εἰμί ὁ ῥῆμα ὁ πίστις ὅς κηρύσσω ὅτι ἐάν ⸀ὁμολογέω ἐν ὁ στόμα ⸀σύ κύριος ἰησοῦς καί πιστεύω ἐν ὁ καρδία σύ ὅτι ὁ θεός αὐτός ἐγείρω ἐκ νεκρός σῴζω · καρδία γάρ πιστεύω εἰς δικαιοσύνη στόμα
Ro,92,δέ ὁμολογέω εἰς σωτηρία · λέγω γάρ ὁ γραφή · πᾶς ὁ πιστεύω ἐπί αὐτός οὐ καταισχύνω οὐ γάρ εἰμί διαστολή ἰουδαῖος τε καί ἕλλην ὁ γάρ αὐτός κύριος πᾶς πλουτέω εἰς πᾶς ὁ ἐπικαλέω αὐτός · πᾶς γάρ ὅς ἄν ἐπικαλέω ὁ ὄνομα κύριος σῴζω πῶς οὖν ⸀ἐπικαλέω εἰς
Ro,93,ὅς οὐ πιστεύω πῶς δέ ⸀πιστεύω ὅς οὐ ἀκούω πῶς δέ ⸀ἀκούω χωρίς κηρύσσω πῶς δέ ⸀κηρύσσω ἐάν μή ἀποστέλλω ⸀καθὼς γράφω · ὡς ὡραῖος ὁ πούς ὁ ⸀εὐαγγελίζω ⸀τὰ ἀγαθός άλλὰ οὐ πᾶς ὑπακούω ὁ εὐαγγέλιον · ἠσαΐας γάρ λέγω · κύριος τις πιστεύω ὁ ἀκοή ἡμεῖς ἆρα ὁ
Ro,94,πίστις ἐκ ἀκοή ὁ δέ ἀκοή διά ῥῆμα ⸀Χριστός ἀλλά λέγω μή οὐ ἀκούω μενοῦνγε · εἰς πᾶς ὁ γῆ ἐξέρχομαι ὁ φθόγγος αὐτός καί εἰς ὁ πέρας ὁ οἰκουμένη ὁ ῥῆμα αὐτός ἀλλά λέγω μή ⸂Ἰσραήλ οὐ ἔγνω⸃ πρῶτος μωϋσῆς λέγω · ἐγώ παραζηλόω σύ ἐπί οὐ ἔθνος ἐπί
Ro,95,ἔθνος ἀσύνετος παροργίζω σύ ἠσαΐας δέ ἀποτολμάω καί λέγω · εὑρίσκω ⸀ἐν ὁ ἐγώ μή ζητέω ἐμφανής ⸀ἐγεννέομαι ὁ ἐγώ μή ἐπερωτάω πρός δέ ὁ ἰσραήλ λέγω · ὅλος ὁ ἡμέρα ἐκπετάννυμι ὁ χείρ ἐγώ πρός λαός ἀπειθέω καί ἀντιλέγω λέγω οὖν μή ἀπωθέω ὁ θεός ὁ λαός αὐτός μή
Ro,96,γίγνομαι · καί γάρ ἐγώ Ἰσραηλίτης εἰμί ἐκ σπέρμα ἀβραάμ φυλή Βενιαμίν οὐ ἀπωθέω ὁ θεός ὁ λαός αὐτός ὅς προγιγνώσκω ἤ οὐ οἶδα ἐν Ἠλίας τίς λέγω ὁ γραφή ὡς ἐντυγχάνω ὁ θεός κατά ὁ ⸀Ἰσραήλ κύριος ὁ προφήτης σύ ἀποκτείνω ⸀τά θυσιαστήριον σύ κατασκάπτω ἐκἀ ἐγὼ ὑπολείπω μόνος
Ro,97,καί ζητέω ὁ ψυχή ἐγώ ἀλλά τίς λέγω αὐτός ὁ χρηματισμός καταλείπω ἐμαυτοῦ ἑπτακισχίλιοι ἀνήρ ὅστις οὐ κάμπτω γόνυ ὁ βάαλ οὕτω(ς) οὖν καί ἐν ὁ νῦν καιρός λεῖμμα κατά ἐκλογή χάρις γίγνομαι · εἰ δέ χάρις οὐκέτι ἐκ ἔργον ἐπεί ὁ χάρις οὐκέτι γίγνομαι ⸀χάρις τίς οὖν ὅς ἐπιζητέω
Ro,98,ἰσραήλ οὗτος οὐ ἐπιτυγχάνω ὁ δέ ἐκλογή ἐπιτυγχάνω · ὁ δέ λοιπός πωρόω ⸀καθὼς γράφω · δίδωμι αὐτός ὁ θεός πνεῦμα κατάνυξις ὀφθαλμός ὁ μή βλέπω καί οὖς ὁ μή ἀκούω ἕως ὁ σήμερον ἡμέρα καί Δαυὶδ λέγω · γίγνομαι ὁ τράπεζα αὐτός εἰς παγίς καί εἰς θήρα καί εἰς
Ro,99,σκάνδαλον καί εἰς ἀνταπόδομα αὐτός σκοτίζω ὁ ὀφθαλμός αὐτός ὁ μή βλέπω καί ὁ νῶτος αὐτός διά πᾶς σύγκαμπτω λέγω οὖν μή πταίω ἵνα πίπτω μή γίγνομαι · ἀλλά ὁ αὐτός παράπτωμα ὁ σωτηρία ὁ ἔθνος εἰς ὁ παραζηλόω αὐτός εἰ δέ ὁ παράπτωμα αὐτός πλοῦτος κόσμος καί ὁ ἥττημα
Ro,100,αὐτός πλοῦτος ἔθνος πόσος μᾶλλον ὁ πλήρωμα αὐτός σύ ⸀δέ λέγω ὁ ἔθνος ἐφ ά ὅσος μέν ⸀οὖν εἰμί ἐγώ ἔθνος ἀπόστολος ὁ διακονία ἐγώ δοξάζω εἰ οὔπως παραζηλόω ἐγώ ὁ σάρξ καί σῴζω τις ἐκ αὐτός εἰ γάρ ὁ ἀποβολή αὐτός καταλλαγή κόσμος τίς ὁ πρόσλημψις εἰ μή ζωή
Ro,101,ἐκ νεκρός εἰ δέ ὁ ἀπαρχή ἅγιος καί ὁ φύραμα · καί εἰ ὁ ῥίζα ἅγιος καί ὁ κλάδος εἰ δέ τις ὁ κλάδος ἐκκλάω σύ δέ ἀγριέλαιος εἰμί ἐγκεντρίζω ἐν αὐτός καί συγκοινωνός ὁ ⸀ῥίζα ὁ πιότης ὁ ἐλαία γίγνομαι μή κατακαυχάομαι ὁ κλάδος · εἰ δέ κατακαυχάομαι οὐ
Ro,102,σύ ὁ ῥίζα βαστάζω ἀλλά ὁ ῥίζα σύ ἐρῶ οὖν · ἐκκλάω κλάδος ἵνα ἐγώ ἐγκεντρίζω καλός · ὁ ἀπιστία ἐκκλάω σύ δέ ὁ πίστις ἵστημι μή ⸂ὑψηλός φρόνει⸃ ἀλλά φοβέω · εἰ γάρ ὁ θεός ὁ κατά φύσις κλάδος οὐ φείδομαι ⸀οὐδέ σύ φαίνω εἶδον οὖν χρηστότης καί ἀποτομία
Ro,103,θεός · ἐπί μέν ὁ πίπτω ⸀ἀποτομία ἐπί δέ σύ ⸂χρηστότης θεοῦ⸃ ἐάν ⸀ἐπιμένω ὁ χρηστότης ἐπεί καί σύ ἐκκόπτω κἀκεῖνος δέ ἐάν μή ⸀ἐπιμένω ὁ ἀπιστία ἐγκεντρισθήσονται · δυνατός γάρ ⸂ἐστιν ὁ θεὸς⸃ πάλιν ἐγκεντρίζω αὐτός εἰ γάρ σύ ἐκ ὁ κατά φύσις ἐκκόπτω ἀγριέλαιος καί παρά φύσις ἐγκεντρίζω
Ro,104,εἰς καλλιέλαιος πόσος μᾶλλον οὗτος ὁ κατά φύσις ἐγκεντριόσ ὁ ἴδιος ἐλαία οὐ γάρ ἐθέλω ὑμεῖς ἀγνοέω ἀδελφός ὁ μυστήριον οὗτος ἵνα μή ⸀ἦτε ἑαυτοῦ φρόνιμος ὅτι πώρωσις ἀπό μέρος ὁ ἰσραήλ γίγνομαι ἄχρι ὅς ὁ πλήρωμα ὁ ἔθνος εἰσέρχομαι καί οὕτω(ς) πᾶς ἰσραήλ σῴζω · καθώς γράφω · ἥκω
Ro,105,ἐκ σιών ὁ ⸀ῥυόμενος ἀποστρέφω ἀσέβεια ἀπό ἰακώβ καί οὗτος αὐτός ὁ παρά ἐγώ διαθήκη ὅταν ἀφαιρέω ὁ ἁμαρτία αὐτός κατά μέν ὁ εὐαγγέλιον ἐχθρός διὰ σύ κατά δέ ὁ ἐκλογή ἀγαπητός διά ὁ πατήρ · ἀμεταμέλητος γάρ ὁ χάρισμα καί ὁ κλῆσις ὁ θεός ὥσπερ ⸀γάρ σύ ποτε ἀπειθέω
Ro,106,ὁ θεός νῦν δέ ἐλεέω ὁ οὗτος ἀπείθεια οὕτω(ς) καί οὗτος νῦν ἀπειθέω ὁ ὑμέτερος ἔλεος ἵνα καί αὐτός ⸀νῦν ἐλεέω · συγκλείω γάρ ὁ θεός ὁ πᾶς εἰς ἀπείθεια ἵνα ὁ πᾶς ἐλεέω ὦ βάθος πλοῦτος καί σοφία καί γνῶσις θεός · ὡς ἀνεξεραύνητος ὁ κρίμα αὐτός καί ἀνεξιχνίαστος
Ro,107,ὁ ὁδός αὐτός τις γάρ γιγνώσκω νόος κύριος ἤ τις σύμβουλος αὐτός γίγνομαι ἤ τις προδίδωμι αὐτός καί ἀνταποδίδωμι αὐτός ὅτι ἐκ αὐτός καί διὰ αὐτός καί εἰς αὐτός ὁ πᾶς · αὐτός ὁ δόξα εἰς ὁ αἰών ἀμήν παρακαλέω οὖν ὑμεῖς ἀδελφός διά ὁ οἰκτιρμός ὁ θεός παρίστημι ὁ
